student_id,age,gender,department,semester,study_hours_per_week,attendance_percentage,assignment_average,midterm_score,previous_gpa,internet_access,extra_academic_support,part_time_job,extracurricular_hours_per_week,absences,final_score,at_risk,risk_label,data_origin
STU7154,20,Male,Business,7,15.755480567465218,88.92342236665986,84.16896318542952,74.85730079785827,2.057469594011552,Yes,Yes,No,9.83517600280639,4,79.09066452137861,1,At Risk,Synthetic
STU7155,17,Male,Engineering,8,19.22593877519916,100.0,76.64450618678023,70.77348467481767,2.517597154470645,Yes,No,No,1.7375324559812912,4,80.43372067546656,0,Not At Risk,Synthetic
STU7156,23,Male,Business,6,18.641267456764243,70.9323826571871,80.20353881813404,59.83597426246229,2.9734408118453506,Yes,No,No,5.990609372908849,8,72.37077619252142,0,Not At Risk,Synthetic
STU7157,23,Male,Social Sciences,7,19.646102657705512,68.36073979020932,58.40213747811113,54.71422652992281,3.6818387822949465,Yes,No,Yes,0.0,6,69.1495212429427,0,Not At Risk,Synthetic
STU7158,17,Female,Computer Science,2,17.13565737074684,83.71526319772042,66.63278262043187,62.450285613370674,3.56549217719762,Yes,No,No,8.149966511590478,7,66.8486107783399,0,Not At Risk,Synthetic
STU7159,20,Male,Engineering,2,23.311136710695944,75.72316962289314,83.39207084709774,85.93102523978983,2.698431826569005,Yes,No,No,4.766110699929911,4,78.1448614612504,0,Not At Risk,Synthetic
STU7160,22,Male,Computer Science,7,14.151301562570373,88.77010812471059,69.06637673293488,75.20821962808795,2.2785350180730894,Yes,No,No,7.491637064745793,2,79.74869021415893,0,Not At Risk,Synthetic
STU7161,20,Female,Business,3,13.567350149594587,86.87296389311075,66.71442684565949,54.37107368642268,2.5593932806902084,Yes,No,No,7.01339041121484,2,70.24339908712399,0,Not At Risk,Synthetic
STU7162,20,Male,Business,1,5.964108678350942,85.84623394504955,71.65252116549775,50.361008596179566,3.2227329724595184,Yes,No,No,8.147531370697326,5,70.25228690867718,0,Not At Risk,Synthetic
STU7163,23,Male,Business,3,11.193468212900287,82.45947827404106,40.12434553804237,82.16860433854501,2.106285983476173,Yes,No,No,3.0513256971253644,3,65.61469431529568,0,Not At Risk,Synthetic
STU7164,22,Female,Engineering,7,9.284640167972567,78.42193635792219,84.88218551935631,67.43012543304765,2.0820363866856684,Yes,No,Yes,4.7796359618810085,6,62.256018562099435,0,Not At Risk,Synthetic
STU7165,17,Male,Computer Science,6,1.861273261565584,62.55958148309714,64.29420182496837,59.38115537298351,3.294527174913164,Yes,No,No,9.237232164775001,5,62.186628474004465,0,Not At Risk,Synthetic
STU7166,22,Female,Engineering,4,11.660014805330777,88.02484292166136,41.399036894559245,73.47248341075012,2.2563538824757754,Yes,Yes,Yes,7.909767464251746,5,69.7956199845083,0,Not At Risk,Synthetic
STU7167,21,Female,Social Sciences,3,11.773074606051678,86.37734741282958,67.28607212604692,43.27595722312241,2.9293301808591217,Yes,Yes,No,5.590605528084509,4,68.52840588046625,0,Not At Risk,Synthetic
STU7168,22,Male,Engineering,5,14.819102752473436,76.82109009714475,96.39089476775895,40.507876871920615,3.488211481259003,Yes,Yes,Yes,2.8922938072522615,7,75.05345537393465,0,Not At Risk,Synthetic
STU7169,23,Male,Computer Science,1,12.95825963711493,81.05502952989492,63.366098300283866,95.5694308479537,2.4124239707973842,Yes,No,No,5.17492034417219,5,64.66740362974593,1,At Risk,Synthetic
STU7170,23,Female,Computer Science,7,4.175333254963953,79.64463415818362,65.58303943292398,41.72810161034762,2.581898018817702,Yes,No,Yes,6.19202535969202,6,61.18896350287053,0,Not At Risk,Synthetic
STU7171,17,Male,Engineering,8,12.523591646185713,57.08533639889851,77.60026555888273,71.60973767609045,3.5266292268852557,Yes,No,No,4.085504254778105,11,64.31122263604247,1,At Risk,Synthetic
STU7172,18,Female,Computer Science,3,7.8534122815825524,86.00753816057613,87.6562550665804,88.34319453008423,2.9692386622871756,Yes,No,No,1.2366459844746958,5,74.36385988539465,0,Not At Risk,Synthetic
STU7173,20,Female,Computer Science,3,10.283833979962672,74.22920472120565,63.37734384900331,64.1353311671305,3.095421514072971,Yes,Yes,No,4.596845137757782,3,69.43800846289541,0,Not At Risk,Synthetic
STU7174,17,Female,Computer Science,8,9.665396054389888,62.95303980078295,55.889893171980994,62.519688503394704,3.993912702308875,Yes,Yes,Yes,0.4339836010939204,11,64.36426527094245,0,Not At Risk,Synthetic
STU7175,18,Male,Business,3,15.10157571393278,83.35977550047056,78.2819673143565,87.1858444265118,3.0420994619318504,Yes,No,No,4.757024032374739,5,79.9999728803594,0,Not At Risk,Synthetic
STU7176,24,Male,Engineering,8,24.557499900816325,89.38168472711467,78.19420263120033,60.78788733063611,3.3591229274790844,Yes,Yes,No,2.1330378162055506,5,81.3166471668731,1,At Risk,Synthetic
STU7177,18,Female,Social Sciences,2,9.00317799659575,91.2103684168423,84.25775661053214,75.09059858999206,3.4350932157286347,Yes,Yes,No,4.4191771703258125,3,77.21773711376262,1,At Risk,Synthetic
STU7178,23,Female,Social Sciences,1,24.438001820112262,84.29955074398754,54.92746760123567,81.26024541433061,2.7361580365832654,Yes,No,No,11.811358264977473,8,66.6101284570699,0,Not At Risk,Synthetic
STU7179,23,Male,Social Sciences,5,5.595727871864265,93.93477660063657,51.504351748239756,44.69895227743617,2.848286853406736,Yes,No,No,3.6265247077623926,5,66.76679374577391,0,Not At Risk,Synthetic
STU7180,22,Male,Computer Science,6,13.475826748304605,99.96868738278802,58.51841188853461,64.9949566246093,3.0423438219528682,Yes,No,No,5.932433847878371,5,71.66572780363684,0,Not At Risk,Synthetic
STU7181,19,Female,Engineering,7,9.682212589780496,83.10161164815487,81.53725317291044,62.67898110710325,2.216452801662464,Yes,No,Yes,6.128723828587107,7,58.5350215299477,0,Not At Risk,Synthetic
STU7182,22,Male,Computer Science,7,2.5291457532291974,91.11065964909066,78.4885307021857,42.54251311085864,2.227592397257623,Yes,No,No,2.7317402057735456,3,71.16313343194071,0,Not At Risk,Synthetic
STU7183,18,Female,Computer Science,7,18.075154209649853,91.81889140086446,56.30871932937461,50.84673033792953,1.8821137352425374,Yes,No,No,0.23177894061416615,4,76.4348429539026,1,At Risk,Synthetic
STU7184,18,Female,Computer Science,3,7.780735273623274,85.3228210066543,88.16284846654094,89.90774784012505,2.9111088920285564,Yes,No,No,1.4998736956304581,5,74.22498094147694,0,Not At Risk,Synthetic
STU7185,20,Female,Computer Science,1,5.771423351807702,81.76784921682874,59.93643979376741,65.73305184303297,3.225127487809018,Yes,No,No,7.638296119444854,2,69.97132573971388,0,Not At Risk,Synthetic
STU7186,19,Female,Business,4,13.758733111832449,78.01054280914886,55.64673253640815,56.238704800065285,3.152447776999869,Yes,Yes,No,2.4279218004855143,2,76.65799076397185,0,Not At Risk,Synthetic
STU7187,23,Female,Engineering,7,14.398966864029422,86.48445400456306,59.18485976525089,69.3562434210746,2.811153310289423,Yes,Yes,No,1.4409929708569835,4,68.27932042893636,0,Not At Risk,Synthetic
STU7188,19,Female,Business,8,16.567689227290064,78.39229830339694,96.42358581155777,43.11159967187068,3.101584440083616,Yes,No,No,7.617065143211296,4,80.23663419367615,0,Not At Risk,Synthetic
STU7189,22,Female,Engineering,1,22.962660388644398,84.1552208917162,77.09679781985868,73.81672695270667,3.010507012665347,Yes,No,No,9.332545635646165,6,72.73615191960009,0,Not At Risk,Synthetic
STU7190,20,Male,Social Sciences,2,13.379308153848925,64.57150410440876,58.322582855861526,58.175293546663724,3.6792167746473714,No,No,Yes,2.473137221714733,3,71.70770015324045,0,Not At Risk,Synthetic
STU7191,17,Male,Computer Science,1,14.765300724436203,57.960418636401684,75.73029742708779,99.12961427485571,2.4213942786746574,Yes,Yes,No,0.8229741204194667,8,65.30410545111414,1,At Risk,Synthetic
STU7192,24,Male,Computer Science,8,13.01811120624989,68.9600382334966,71.83102326405985,77.04739814376497,2.5309671649070715,Yes,No,No,0.0,7,61.493632986819655,0,Not At Risk,Synthetic
STU7193,19,Male,Computer Science,5,19.268305575199935,69.24656984487933,83.04878213511961,63.34168031028645,3.4827306358617838,Yes,Yes,Yes,0.13630807606769865,2,72.89521832323761,0,Not At Risk,Synthetic
STU7194,24,Male,Computer Science,8,11.173326502478364,70.51929646526214,75.76464403414212,93.50812047283408,3.4747231160685623,Yes,Yes,Yes,7.433332012341447,5,80.01264558861266,0,Not At Risk,Synthetic
STU7195,24,Female,Social Sciences,4,16.114312047383244,77.72996984494549,48.51772826983836,88.31505365651432,3.547883131156917,No,No,No,3.8334887902726096,8,62.00649696815467,0,Not At Risk,Synthetic
STU7196,22,Female,Business,6,1.569719051246907,81.60981922586335,60.37228373974504,49.722911519701064,2.596510559735072,Yes,No,No,2.914405979967536,3,60.38948054438429,0,Not At Risk,Synthetic
STU7197,23,Female,Business,1,7.796865948917124,94.01088256500037,62.00415282467211,62.02652369122422,1.4714810835260128,No,No,No,7.799804689544065,8,54.3387534004433,1,At Risk,Synthetic
STU7198,18,Male,Computer Science,4,9.768302480684325,95.88050277229624,48.67973636818376,50.84315860447602,3.6216622706665413,Yes,No,No,7.857670708973641,5,65.32815355787658,0,Not At Risk,Synthetic
STU7199,21,Female,Engineering,2,11.771878027685991,62.1719441338208,72.3607133940276,62.86865284258055,2.8924708976339835,Yes,No,No,0.0,8,63.59684433892402,0,Not At Risk,Synthetic
STU7200,23,Female,Computer Science,3,8.201766986688225,89.31920952014204,60.808382151015415,35.30370526450502,3.4927334401025596,Yes,Yes,Yes,4.166003774096662,2,68.98602181676368,0,Not At Risk,Synthetic
STU7201,17,Male,Engineering,8,19.701002392375585,98.9391875940613,75.8991756735553,70.27116116382093,2.4296095739242776,Yes,No,No,1.6515084709179702,4,80.5127387098656,0,Not At Risk,Synthetic
STU7202,21,Male,Engineering,7,14.044755775333796,91.41790012875792,84.5521737870337,68.20228690112707,3.0404446820222675,Yes,Yes,No,6.317185513860617,5,78.66270813237479,0,Not At Risk,Synthetic
STU7203,22,Male,Computer Science,6,12.877146277597811,99.0210489370076,56.30216306251423,66.06304479395897,2.9785503133122946,Yes,No,No,5.720016580882451,5,71.8044481237623,0,Not At Risk,Synthetic
STU7204,24,Male,Engineering,1,12.208746218191466,58.720380024207465,80.406085627547,77.73805201052359,3.324479875623865,Yes,No,No,5.811013256271177,10,59.93860939255061,1,At Risk,Synthetic
STU7205,20,Female,Engineering,5,25.76064522050602,76.20868702510427,79.9721327552996,87.85805487115648,2.230561840441939,Yes,Yes,Yes,2.4804291287000804,5,67.71475132682028,0,Not At Risk,Synthetic
STU7206,24,Male,Social Sciences,7,12.073190726792333,75.69361743760533,83.62395486739055,67.50387569467748,2.4820768654816163,Yes,No,No,0.11863366368550698,6,74.91798564067089,0,Not At Risk,Synthetic
STU7207,18,Male,Business,5,24.34025581130903,83.95659288510251,76.94730561785804,47.37978047680775,3.1766384099400593,Yes,No,No,1.5175685736574942,4,70.6329285496363,0,Not At Risk,Synthetic
STU7208,20,Male,Computer Science,4,17.658307421994444,77.98779036867069,56.20052255886335,82.96152231106929,2.962653195332102,Yes,No,No,5.57252930569966,2,79.80470948678006,0,Not At Risk,Synthetic
STU7209,20,Male,Social Sciences,4,11.17486424188823,65.91299770943385,55.40801557635843,26.09220588226738,2.9991211132087523,No,No,No,2.839788940133499,7,55.99658929549254,0,Not At Risk,Synthetic
STU7210,23,Male,Business,3,10.065492037775462,83.12098419330987,40.489758771430026,82.99753425278755,2.061770752129231,Yes,No,No,2.2977757677188952,3,65.73286621687396,0,Not At Risk,Synthetic
STU7211,19,Female,Business,5,9.214249384172554,76.35695750900938,88.61878382478434,71.96648333533314,2.521275062506778,No,No,No,2.590150574642501,2,60.61380159007724,0,Not At Risk,Synthetic
STU7212,17,Female,Engineering,2,15.90409869964404,77.11680879112811,72.91933911908474,85.0544492192394,3.1412371578942886,Yes,Yes,No,3.7000000511709654,8,77.12930411408048,0,Not At Risk,Synthetic
STU7213,22,Female,Computer Science,3,21.593791246744374,74.74178534705092,71.69624277618423,89.79306250207858,2.5835426803386676,No,No,No,4.143560196002983,5,78.87564310824553,0,Not At Risk,Synthetic
STU7214,18,Male,Engineering,4,19.3796614983382,86.91820462289029,76.75045124407374,55.73676345289206,3.1818849004153886,No,No,No,10.127899531514931,6,74.25560078799928,1,At Risk,Synthetic
STU7215,20,Female,Business,8,15.135685285107064,64.21794817860697,75.82699090772662,64.74282615112783,2.202010691863047,Yes,No,No,5.9175312166271565,9,72.85645642512857,0,Not At Risk,Synthetic
STU7216,23,Female,Computer Science,8,13.626401255627705,78.57657338918563,91.53842009600552,70.32015111039912,3.2611965249564796,Yes,Yes,No,5.976838616802862,4,77.39598558811521,0,Not At Risk,Synthetic
STU7217,24,Male,Business,1,19.732177419311032,51.35266828584697,77.85167560850091,79.59991701024613,2.947431188741862,Yes,Yes,No,2.7822982190897725,6,75.51462056931022,1,At Risk,Synthetic
STU7218,19,Female,Computer Science,5,10.053660105340454,79.9912854968553,71.16020811314655,59.06723486885414,3.2070339078455645,No,No,No,5.0400392719950995,6,61.616617482660395,0,Not At Risk,Synthetic
STU7219,23,Male,Business,5,17.799692965026512,62.374641423052374,47.86235654178183,77.63107407583415,3.2313773836097637,Yes,Yes,No,0.9120633033275968,12,65.18012488969288,0,Not At Risk,Synthetic
STU7220,19,Male,Computer Science,8,11.700164275030568,70.4305858582808,72.1508743454268,76.81640503057437,3.0451997707769864,Yes,Yes,No,6.6631467587065485,5,80.41996539508344,0,Not At Risk,Synthetic
STU7221,24,Female,Computer Science,6,13.598084952282877,74.27418874775988,80.61972270963552,71.1136415875683,3.1055051598893577,Yes,No,No,1.1573535922428464,6,81.43664829213715,0,Not At Risk,Synthetic
STU7222,24,Male,Business,3,8.198027862907292,98.71643249291101,69.08319739863741,82.15514431296332,2.114512947230896,Yes,Yes,No,5.945933946558613,4,83.82460022938041,0,Not At Risk,Synthetic
STU7223,19,Female,Business,5,9.285817066795948,74.49953972385539,88.70465963192817,69.8563472415388,2.6293698256636486,No,No,No,2.5895040157884104,2,60.60641872729586,0,Not At Risk,Synthetic
STU7224,21,Male,Business,5,13.43445701671363,72.33300151486362,76.95030905702953,58.983262040459365,2.8930554633589036,Yes,No,Yes,6.1186414185460825,5,69.56047029463927,0,Not At Risk,Synthetic
STU7225,18,Female,Computer Science,5,19.820867447922478,69.26799979648243,85.2571502986952,63.95141139132163,2.590069797442294,No,No,Yes,9.859714224800669,6,62.71751638639878,0,Not At Risk,Synthetic
STU7226,20,Female,Engineering,1,13.681447015864169,80.89806626541103,71.81396467915513,72.90615418488109,2.6727375773353894,Yes,Yes,No,4.436425838453459,6,73.76191211133519,0,Not At Risk,Synthetic
STU7227,20,Male,Social Sciences,5,10.206703569392774,56.45429292140283,77.96889262603622,45.48514407112393,1.443497448155098,Yes,No,No,0.165172110511996,9,58.0070628168892,1,At Risk,Synthetic
STU7228,22,Male,Computer Science,7,2.307094247645078,92.21415673606278,77.0807391936345,42.90035335826759,2.214985121179093,Yes,No,No,2.3296734787514684,3,71.84260870525057,0,Not At Risk,Synthetic
STU7229,23,Male,Computer Science,5,4.366617668066957,92.29896581222508,47.69039425412265,65.13858508674446,2.774742160499405,Yes,Yes,No,2.482448956231256,1,73.38215096034953,0,Not At Risk,Synthetic
STU7230,23,Male,Business,8,12.060688178474699,79.01967434239057,62.68092390580123,60.852859567509945,3.213634313593818,Yes,No,No,11.94117798083566,6,57.38442509685023,0,Not At Risk,Synthetic
STU7231,18,Male,Computer Science,4,14.395402634853552,100.0,75.3826121298772,88.43898865612228,2.8861866151375897,Yes,Yes,No,7.011324207593662,8,78.71624571798849,0,Not At Risk,Synthetic
STU7232,17,Female,Social Sciences,6,17.634838114696024,75.37001378928196,63.3709100995787,52.67067614529118,2.9308008286734926,Yes,Yes,No,1.4913855029272893,4,75.73076818345679,0,Not At Risk,Synthetic
STU7233,21,Male,Business,4,21.281308316751165,94.70519224723901,72.85883684691248,68.1252302089937,2.1604213118686544,Yes,Yes,Yes,8.307171054541351,5,78.1385374883322,0,Not At Risk,Synthetic
STU7234,23,Female,Computer Science,2,12.2009578760999,56.97643106326813,50.72711959096657,49.505064018485044,1.8325958685084691,Yes,No,No,6.0492378376810985,10,47.42793973026045,1,At Risk,Synthetic
STU7235,17,Male,Computer Science,2,18.30978178217792,99.85095285227828,71.86588701051714,82.19458651003211,2.63559884299031,No,No,No,5.330792489077255,7,80.31745142857469,0,Not At Risk,Synthetic
STU7236,19,Female,Computer Science,5,11.592098124498513,60.63656885186573,44.37609932639165,45.63912785975729,4.0,Yes,No,Yes,0.203348600637694,8,66.13501648827321,0,Not At Risk,Synthetic
STU7237,20,Female,Engineering,3,22.21179252613511,45.85269503235812,92.78381021190813,64.67953724775313,3.0354611904058344,Yes,No,No,0.9889580641230364,13,65.44530967510988,1,At Risk,Synthetic
STU7238,21,Male,Computer Science,1,19.5921054108845,76.65180362004502,78.930826721632,100.0,3.24887773085362,Yes,No,Yes,4.240465863121283,6,84.81224501584182,0,Not At Risk,Synthetic
STU7239,23,Female,Engineering,2,12.812871439438991,89.56733066452652,75.49597295106229,70.6216153163956,3.695475227930937,Yes,No,No,1.3772434020746287,3,83.35562170646088,1,At Risk,Synthetic
STU7240,18,Male,Social Sciences,7,15.271203186783548,68.56029522909446,93.73494761443898,73.9216229769442,1.9937288083248634,Yes,No,No,5.234798367044258,6,65.58925547447168,0,Not At Risk,Synthetic
STU7241,18,Female,Computer Science,2,14.007537410063719,100.0,73.87846392967977,57.268880623256884,3.241527469474594,Yes,No,No,4.555479573285085,6,73.68581466785793,0,Not At Risk,Synthetic
STU7242,18,Female,Engineering,6,21.406638435033084,99.07434663514036,75.68059937354136,99.02093091708929,2.9596599409736024,No,Yes,No,3.3766157419775134,5,93.53438003481703,0,Not At Risk,Synthetic
STU7243,22,Male,Computer Science,3,16.629608600693288,89.59234231804608,64.2317916638601,52.0022731845525,2.445888553821511,Yes,No,Yes,7.979311373598975,8,69.72157899161694,1,At Risk,Synthetic
STU7244,17,Male,Computer Science,5,18.959387889579272,98.47741192420733,66.96947855526062,92.34740989770744,3.466023274536486,Yes,No,No,4.021971014014023,6,82.07067283768535,0,Not At Risk,Synthetic
STU7245,24,Male,Social Sciences,5,17.38185268969886,90.9832510274168,72.39628465867274,53.34764323987833,3.237867246808304,Yes,No,No,9.690683488258008,9,75.0276108439849,0,Not At Risk,Synthetic
STU7246,24,Male,Business,1,16.745934347429536,86.27766718872061,71.90567477465683,48.013621090407675,3.484544026247474,Yes,Yes,Yes,1.3118136426264024,5,62.208325753570506,0,Not At Risk,Synthetic
STU7247,22,Male,Business,3,11.554035803137422,82.2291583276746,56.61208412103383,75.33390690732084,2.3981024901416106,Yes,No,No,0.1316574472202008,5,69.4101436530321,0,Not At Risk,Synthetic
STU7248,20,Female,Business,1,16.28296890152286,70.02027874083632,70.72718148592244,96.74536100101673,3.335567605375469,Yes,Yes,No,9.915242530226335,6,72.3571842145655,0,Not At Risk,Synthetic
STU7249,17,Male,Business,3,11.648804242801962,57.53330562316335,85.9430760026511,77.18533250704937,2.648610403868865,Yes,No,No,0.0,7,59.281251586240465,1,At Risk,Synthetic
STU7250,18,Male,Business,3,17.042878460845248,85.5063387498093,94.00116887552747,68.11258464495603,2.6156399591607107,Yes,No,No,8.334426381401514,4,82.31396785586941,0,Not At Risk,Synthetic
STU7251,20,Female,Social Sciences,7,19.49115450260555,81.06356374760855,72.73747876887516,57.80617157497962,2.8283087762223533,Yes,No,No,2.817172906143885,4,68.08188844394412,0,Not At Risk,Synthetic
STU7252,23,Female,Social Sciences,5,23.116501852489517,80.01871325006103,70.61550042029613,61.93323114154805,2.1581135127033657,Yes,Yes,No,5.571912683925311,9,65.986968833815,0,Not At Risk,Synthetic
STU7253,18,Male,Social Sciences,7,9.355431614038011,76.34683037149185,70.46260391461243,59.824809854336955,3.829222732586239,Yes,No,No,10.043660316192128,4,69.0006121405929,0,Not At Risk,Synthetic
STU7254,22,Male,Business,7,14.744389492658438,73.35509102591396,50.03836258153891,93.82301300966485,3.3521528512374204,Yes,No,No,10.261841904526223,5,75.86934940731277,0,Not At Risk,Synthetic
STU7255,17,Female,Engineering,8,17.791365901899532,87.83198630206395,69.51690895120649,60.41969138226548,3.6235403081103557,Yes,Yes,No,6.716880340763929,1,83.60246131700569,0,Not At Risk,Synthetic
STU7256,20,Male,Social Sciences,7,12.749946962613002,86.65705181904394,77.25447398469068,58.253649063764385,3.7697752365979866,No,Yes,No,2.59144818748094,3,70.35294463649313,0,Not At Risk,Synthetic
STU7257,17,Female,Engineering,2,12.890355089648324,72.37118148204908,85.56596441822221,46.36135715745759,3.347432855113433,Yes,Yes,No,7.488459038976277,3,71.6672363097055,0,Not At Risk,Synthetic
STU7258,17,Female,Social Sciences,4,15.162641452598901,98.77115407914516,79.04676830664698,62.081179647711146,3.1327809668373092,Yes,Yes,No,0.0,4,76.44623725887085,0,Not At Risk,Synthetic
STU7259,18,Female,Computer Science,4,17.803481186385653,67.4347111803915,57.49662462248324,50.127535350765086,4.0,Yes,Yes,No,9.682309149855428,3,73.39638992913609,0,Not At Risk,Synthetic
STU7260,21,Female,Business,7,18.040726361429236,58.1033345884138,41.0860655854961,71.37105420574771,3.427453944315841,No,No,No,6.106159657741503,10,64.16125519429963,1,At Risk,Synthetic
STU7261,20,Male,Social Sciences,2,5.223001850403207,100.0,94.385369518959,54.936551042729874,2.4374202083418846,Yes,Yes,Yes,3.954127349116936,7,70.4475096288708,0,Not At Risk,Synthetic
STU7262,20,Male,Computer Science,4,17.32218311131002,65.38646605983836,60.1569209136929,63.81793204929429,3.688799698202681,Yes,No,No,3.1444917016545313,5,67.2793954462117,0,Not At Risk,Synthetic
STU7263,22,Male,Business,2,8.532165587711702,100.0,58.19332194803965,71.53548999354138,2.267227892659123,Yes,No,No,0.8013230472990414,4,75.69144835872301,0,Not At Risk,Synthetic
STU7264,24,Female,Engineering,8,24.083166027637542,82.31014773869535,84.13626204906777,66.84868523956196,2.8692240278290977,No,No,No,8.433387795322448,7,64.31838566465649,0,Not At Risk,Synthetic
STU7265,18,Male,Social Sciences,7,4.77123687520142,71.94657213769068,81.79520042916785,91.9284796862092,1.9246278845058453,No,No,Yes,6.458058956805692,5,71.3356630815257,0,Not At Risk,Synthetic
STU7266,17,Male,Computer Science,6,19.877224540721347,59.53551742367525,90.66099296556575,61.34174610157864,1.763865743551079,No,No,No,5.129308582180748,7,72.55850870198513,1,At Risk,Synthetic
STU7267,22,Female,Engineering,2,14.964047949086309,90.62255343550808,63.10549850776261,99.40496416668083,3.0736578577013685,Yes,No,No,7.261498682112911,3,85.46408442614846,0,Not At Risk,Synthetic
STU7268,23,Female,Social Sciences,4,14.143332567554678,92.77467301411924,74.58699339455255,62.51721420103269,2.7720832760183307,Yes,Yes,No,4.532280429959976,4,80.53515687075131,1,At Risk,Synthetic
STU7269,23,Male,Business,1,16.832475705843347,87.79220783490716,76.37418179735839,62.707060667598874,2.461369436529929,No,No,Yes,10.07898620817876,6,65.90567863302695,0,Not At Risk,Synthetic
STU7270,17,Female,Computer Science,6,5.754748398711434,65.45258168840743,68.27436063360888,66.20760819992529,2.728431366875738,Yes,Yes,Yes,7.922438079472206,3,68.29169152332355,0,Not At Risk,Synthetic
STU7271,24,Male,Engineering,7,9.557414162186529,60.3731100949214,59.63837590703426,59.36723734545458,2.9266511425435504,Yes,No,No,8.90646938298868,5,63.175081730973375,0,Not At Risk,Synthetic
STU7272,21,Male,Engineering,1,15.252932698111117,68.18265070083177,39.35571200505514,75.61469147289893,3.4038878345006283,Yes,No,No,2.2994347546437712,7,77.27314095419756,0,Not At Risk,Synthetic
STU7273,22,Male,Computer Science,2,17.734046733922423,80.5168112316822,58.4253354777795,58.94788747693392,3.313821812035539,Yes,No,No,3.5884829965543497,3,84.00026620830414,0,Not At Risk,Synthetic
STU7274,21,Female,Business,4,14.15403175884508,61.32748055315938,50.44413994380257,65.55403482561934,2.6887506532441994,Yes,No,No,4.999374659312902,16,42.14888578102918,1,At Risk,Synthetic
STU7275,22,Male,Social Sciences,5,5.019074050354334,97.84286420823275,60.987225052852246,66.56467879394107,3.4095205811559643,Yes,Yes,No,2.338940622506195,9,61.29999967999957,0,Not At Risk,Synthetic
STU7276,17,Male,Social Sciences,8,14.415145447336487,84.30117766556953,84.67191424128727,92.96682027774075,3.350634437347333,No,No,Yes,3.326638471081753,6,85.74918165873501,0,Not At Risk,Synthetic
STU7277,21,Male,Social Sciences,5,11.103471548043613,80.23688901775269,59.58734932971561,65.63376041971637,2.2596425575341392,Yes,Yes,No,8.3715587907715,5,68.54914240862374,0,Not At Risk,Synthetic
STU7278,17,Male,Business,3,6.031031321342194,69.28605871235735,69.78073553946238,87.35722120509084,3.0722034044842363,Yes,No,No,3.8914192589535177,2,64.18519340615505,0,Not At Risk,Synthetic
STU7279,20,Male,Computer Science,1,22.00853909694854,81.85336951038504,73.246760727848,60.361393289753764,3.264774919459825,Yes,Yes,No,3.638388899911228,4,73.63114380743741,0,Not At Risk,Synthetic
STU7280,20,Female,Engineering,6,9.031078660435284,82.01635036285991,77.29806013733882,65.4888244017178,2.450219324844231,Yes,No,No,4.542209539440069,8,62.85631043766069,0,Not At Risk,Synthetic
STU7281,20,Male,Engineering,5,17.188690890394806,74.74291564721192,58.23012384884204,70.98794806014114,2.244542239242762,Yes,No,No,7.966369465623774,4,62.76605254096434,0,Not At Risk,Synthetic
STU7282,20,Female,Business,4,27.13247789929516,76.05536721509306,77.86685305892323,90.15246137102437,3.0349665817930576,Yes,No,No,8.582326702868894,5,78.06193555211881,0,Not At Risk,Synthetic
STU7283,21,Male,Computer Science,5,7.529222677976393,86.46326477756286,67.22491007186235,50.02063544509175,2.9753147679640013,Yes,No,No,7.800756049977055,3,77.3293071413483,0,Not At Risk,Synthetic
STU7284,19,Male,Engineering,4,18.00547107363037,77.47467596313734,82.52307959971145,57.69338634295438,1.2933029172299473,Yes,No,No,4.624646683307917,5,68.73806338168048,1,At Risk,Synthetic
STU7285,24,Female,Computer Science,1,13.75536951768573,93.18498256114147,65.99585016589653,85.52695151154086,2.9437371900893488,Yes,No,No,0.8073708804638158,5,70.6478536280057,0,Not At Risk,Synthetic
STU7286,18,Male,Business,3,13.95704260633974,83.17088020530987,76.15303039703414,86.54291899443042,3.067384113443677,No,No,No,4.984335139992792,5,78.66123288380092,0,Not At Risk,Synthetic
STU7287,21,Male,Computer Science,4,18.544219374054226,83.97817414669557,80.09018928355323,54.32512480741724,2.7792368385707387,Yes,No,No,2.0143896112537902,1,72.62687770077775,0,Not At Risk,Synthetic
STU7288,24,Male,Business,5,15.62359636280715,65.5650791174595,59.537562362598905,65.90696832785002,3.426749923851657,Yes,Yes,Yes,9.309952028635523,4,76.92788894629383,0,Not At Risk,Synthetic
STU7289,20,Female,Social Sciences,3,16.067429872304785,77.8051441234289,97.27336726432763,99.58167671328955,2.651494884546732,Yes,Yes,No,3.7855352280695564,9,76.34619009443273,0,Not At Risk,Synthetic
STU7290,23,Male,Computer Science,7,14.82930802256764,92.05010008211637,78.67772058423824,85.07366410528557,2.6612008557306037,Yes,No,Yes,10.34415956882038,9,75.46038935969922,0,Not At Risk,Synthetic
STU7291,20,Male,Engineering,4,26.55454579368923,92.4902225866718,66.03139847131605,76.34723305016966,3.3036821524352273,Yes,Yes,No,5.098505521203628,3,90.23283996561612,0,Not At Risk,Synthetic
STU7292,20,Female,Computer Science,8,6.924207407901303,88.21572644860566,84.46217268123469,73.62862194934038,2.898642173627804,Yes,No,No,4.090171186886716,2,65.62175144554784,0,Not At Risk,Synthetic
STU7293,21,Male,Social Sciences,7,13.60647528498403,61.225239775937574,67.07265309439755,69.73672385199963,2.861439552940079,Yes,No,No,5.366768101851623,8,68.47115745218875,0,Not At Risk,Synthetic
